optionlist: ['verbosity', 'print_colorized', 'logfile', 'version', 'config', 'datadir', 'user_data_dir']
optionlist: ['strategy', 'strategy_path', 'recursive_strategy_search', 'freqaimodel', 'freqaimodel_path']
optionlist: ['version_main']
optionlist: ['db_url', 'sd_notify', 'dry_run', 'dry_run_wallet', 'fee']
optionlist: ['user_data_dir', 'reset']
optionlist: ['config']
optionlist: ['user_data_dir', 'config', 'show_sensitive']
optionlist: ['user_data_dir', 'strategy', 'strategy_path', 'template']
optionlist: ['pairs', 'pairs_file', 'days', 'new_pairs_days', 'include_inactive', 'no_parallel_download', 'timerange', 'download_trades', 'convert_trades', 'exchange', 'timeframes', 'erase', 'dataformat_ohlcv', 'dataformat_trades', 'trading_mode', 'prepend_data']
optionlist: ['pairs', 'format_from', 'format_to', 'erase', 'exchange', 'timeframes', 'trading_mode', 'candle_types']
optionlist: ['pairs', 'format_from_trades', 'format_to', 'erase', 'exchange']
optionlist: ['pairs', 'timeframes', 'exchange', 'dataformat_ohlcv', 'dataformat_trades', 'trading_mode']
optionlist: ['exchange', 'dataformat_ohlcv', 'dataformat_trades', 'trades', 'pairs', 'trading_mode', 'show_timerange']
optionlist: ['timeframe', 'timerange', 'dataformat_ohlcv', 'max_open_trades', 'stake_amount', 'fee', 'pairs', 'position_stacking', 'enable_protections', 'dry_run_wallet', 'timeframe_detail', 'strategy_list', 'export', 'exportfilename', 'exportdirectory', 'backtest_breakdown', 'backtest_cache', 'freqai_backtest_live_models', 'backtest_notes']
optionlist: ['exportfilename', 'exportdirectory', 'backtest_show_pair_list', 'backtest_breakdown']
optionlist: ['exportfilename', 'exportdirectory', 'analysis_groups', 'enter_reason_list', 'exit_reason_list', 'indicator_list', 'entry_only', 'exit_only', 'timerange', 'analysis_rejected', 'analysis_to_csv', 'analysis_csv_path']
optionlist: ['timeframe', 'timerange', 'dataformat_ohlcv', 'max_open_trades', 'stake_amount', 'fee', 'pairs']
optionlist: ['timeframe', 'timerange', 'dataformat_ohlcv', 'max_open_trades', 'stake_amount', 'fee', 'pairs', 'hyperopt', 'hyperopt_path', 'position_stacking', 'enable_protections', 'dry_run_wallet', 'timeframe_detail', 'epochs', 'spaces', 'print_all', 'print_json', 'hyperopt_jobs', 'hyperopt_random_state', 'hyperopt_min_trades', 'hyperopt_loss', 'disableparamexport', 'hyperopt_ignore_missing_space', 'analyze_per_epoch', 'early_stop']
optionlist: ['hyperopt_list_best', 'hyperopt_list_profitable', 'hyperopt_list_min_trades', 'hyperopt_list_max_trades', 'hyperopt_list_min_avg_time', 'hyperopt_list_max_avg_time', 'hyperopt_list_min_avg_profit', 'hyperopt_list_max_avg_profit', 'hyperopt_list_min_total_profit', 'hyperopt_list_max_total_profit', 'hyperopt_list_min_objective', 'hyperopt_list_max_objective', 'print_json', 'hyperopt_list_no_details', 'hyperoptexportfilename', 'export_csv']
optionlist: ['hyperopt_list_best', 'hyperopt_list_profitable', 'hyperopt_show_index', 'print_json', 'hyperoptexportfilename', 'hyperopt_show_no_header', 'disableparamexport', 'backtest_breakdown']
optionlist: ['print_one_column', 'list_exchanges_all', 'trading_mode', 'dex_exchanges']
optionlist: ['exchange', 'print_list', 'list_pairs_print_json', 'print_one_column', 'print_csv', 'base_currencies', 'quote_currencies', 'list_pairs_all', 'trading_mode']
optionlist: ['exchange', 'print_list', 'list_pairs_print_json', 'print_one_column', 'print_csv', 'base_currencies', 'quote_currencies', 'list_pairs_all', 'trading_mode']
optionlist: ['strategy_path', 'print_one_column', 'recursive_strategy_search']
optionlist: ['hyperopt_path', 'print_one_column']
optionlist: ['freqaimodel_path', 'print_one_column']
optionlist: ['exchange', 'print_one_column']
optionlist: ['db_url', 'trade_ids', 'print_json']
optionlist: ['user_data_dir', 'verbosity', 'config', 'quote_currencies', 'print_one_column', 'list_pairs_print_json', 'exchange']
optionlist: ['db_url', 'db_url_from']
optionlist: ['erase_ui_only', 'ui_prerelease', 'ui_version']
optionlist: ['pairs', 'indicators1', 'indicators2', 'plot_limit', 'db_url', 'trade_source', 'export', 'exportfilename', 'timerange', 'timeframe', 'no_trades']
optionlist: ['pairs', 'timerange', 'export', 'exportfilename', 'db_url', 'trade_source', 'timeframe', 'plot_auto_open']
optionlist: []
optionlist: ['strategy_list', 'strategy_path', 'recursive_strategy_search']
optionlist: ['timeframe', 'timerange', 'dataformat_ohlcv', 'max_open_trades', 'stake_amount', 'fee', 'pairs', 'enable_protections', 'dry_run_wallet', 'timeframe_detail', 'strategy_list', 'export', 'exportfilename', 'exportdirectory', 'freqai_backtest_live_models', 'minimum_trade_amount', 'targeted_trade_amount', 'lookahead_analysis_exportfilename', 'lookahead_allow_limit_orders']
optionlist: ['timeframe', 'timerange', 'dataformat_ohlcv', 'pairs', 'startup_candle']
Id,Symbol,Base,Quote,Active,Spot,Margin,Future,Leverage,Min Stake
BNBUSD_250926,BNB/USD:BNB-250926,BNB,USD,True,,,,1.0,0.0
BNBUSD_251226,BNB/USD:BNB-251226,BNB,USD,True,,,,1.0,0.0
BNBUSDC,BNB/USDC,BNB,USDC,True,Spot,Margin,,1.0,5.25
BNBUSDC,BNB/USDC:USDC,BNB,USDC,True,,,Future,75.0,9.60897
BNBUSDT,BNB/USDT,BNB,USDT,True,Spot,Margin,,1.0,5.25
BNBUSDT,BNB/USDT:USDT,BNB,USDT,True,,,Future,75.0,9.60876
BNSOLSOL,BNSOL/SOL,BNSOL,SOL,True,Spot,Margin,,1.0,0.0525
BNSOLUSDT,BNSOL/USDT,BNSOL,USDT,True,Spot,Margin,,1.0,5.25
BNTUSDT,BNT/USDT,BNT,USDT,True,Spot,Margin,,1.0,5.25
BNTUSDT,BNT/USDT:USDT,BNT,USDT,True,,,Future,50.0,5.25
BOMEEUR,BOME/EUR,BOME,EUR,True,Spot,,,1.0,1.05
BOMEFDUSD,BOME/FDUSD,BOME,FDUSD,True,Spot,Margin,,1.0,1.05
BOMETRY,BOME/TRY,BOME,TRY,True,Spot,,,1.0,10.5
BOMEUSDC,BOME/USDC,BOME,USDC,True,Spot,Margin,,1.0,1.05
BOMEUSDC,BOME/USDC:USDC,BOME,USDC,True,,,Future,75.0,5.25
BOMEUSDT,BOME/USDT,BOME,USDT,True,Spot,Margin,,1.0,1.05
BOMEUSDT,BOME/USDT:USDT,BOME,USDT,True,,,Future,75.0,5.25
BONKBRL,BONK/BRL,BONK,BRL,True,Spot,,,1.0,10.5
BONKFDUSD,BONK/FDUSD,BONK,FDUSD,True,Spot,Margin,,1.0,1.05
BONKTRY,BONK/TRY,BONK,TRY,True,Spot,,,1.0,10.5
BONKUSDC,BONK/USDC,BONK,USDC,True,Spot,Margin,,1.0,1.05
BONKUSDT,BONK/USDT,BONK,USDT,True,Spot,Margin,,1.0,1.05
BRUSDT,BR/USDT:USDT,BR,USDT,True,,,Future,40.0,5.25
BRETTUSDT,BRETT/USDT:USDT,BRETT,USDT,True,,,Future,75.0,5.25
BROCCOLI714USDC,BROCCOLI714/USDC,BROCCOLI714,USDC,True,Spot,Margin,,1.0,1.05
BROCCOLI714USDT,BROCCOLI714/USDT,BROCCOLI714,USDT,True,Spot,Margin,,1.0,1.05
BROCCOLI714USDT,BROCCOLI714/USDT:USDT,BROCCOLI714,USDT,True,,,Future,50.0,5.25
BROCCOLIF3BUSDT,BROCCOLIF3B/USDT:USDT,BROCCOLIF3B,USDT,True,,,Future,25.0,5.25
BSVUSDT,BSV/USDT:USDT,BSV,USDT,True,,,Future,50.0,5.25
BTCARS,BTC/ARS,BTC,ARS,True,Spot,,,1.0,2100.0
BTCBRL,BTC/BRL,BTC,BRL,True,Spot,,,1.0,10.5
BTCDAI,BTC/DAI,BTC,DAI,True,Spot,Margin,,1.0,5.25
BTCEUR,BTC/EUR,BTC,EUR,True,Spot,,,1.0,5.25
BTCEURI,BTC/EURI,BTC,EURI,True,Spot,,,1.0,5.25
BTCFDUSD,BTC/FDUSD,BTC,FDUSD,True,Spot,Margin,,1.0,5.25
BTCJPY,BTC/JPY,BTC,JPY,True,Spot,,,1.0,105.0
BTCMXN,BTC/MXN,BTC,MXN,True,Spot,,,1.0,157.5
BTCPLN,BTC/PLN,BTC,PLN,True,Spot,,,1.0,26.25
BTCRON,BTC/RON,BTC,RON,True,Spot,,,1.0,21.0
BTCTRY,BTC/TRY,BTC,TRY,True,Spot,,,1.0,10.5
BTCTUSD,BTC/TUSD,BTC,TUSD,True,Spot,,,1.0,5.25
BTCUAH,BTC/UAH,BTC,UAH,True,Spot,,,1.0,105.0
BTCUSD_PERP,BTC/USD:BTC,BTC,USD,True,,,,1.0,0.0
BTCUSD_250926,BTC/USD:BTC-250926,BTC,USD,True,,,,1.0,0.0
BTCUSD_251226,BTC/USD:BTC-251226,BTC,USD,True,,,,1.0,0.0
BTCUSDC,BTC/USDC,BTC,USDC,True,Spot,Margin,,1.0,5.25
BTCUSDC,BTC/USDC:USDC,BTC,USDC,True,,,Future,125.0,120.432795
BTCUSDT,BTC/USDT,BTC,USDT,True,Spot,Margin,,1.0,5.25
BTCUSDT,BTC/USDT:USDT,BTC,USDT,True,,,Future,150.0,120.36423
BTCUSDT_250926,BTC/USDT:USDT-250926,BTC,USDT,True,,,,50.0,120.624945
BTCUSDT_251226,BTC/USDT:USDT-251226,BTC,USDT,True,,,,50.0,122.999625
BTCZAR,BTC/ZAR,BTC,ZAR,True,Spot,,,1.0,105.0
BTCDOMUSDT,BTCDOM/USDT:USDT,BTCDOM,USDT,True,,,Future,20.0,5.25
BTRUSDT,BTR/USDT:USDT,BTR,USDT,True,,,Future,50.0,5.25
BTTCTRY,BTTC/TRY,BTTC,TRY,True,Spot,,,1.0,10.5
BTTCUSDT,BTTC/USDT,BTTC,USDT,True,Spot,Margin,,1.0,5.25
BULLAUSDT,BULLA/USDT:USDT,BULLA,USDT,True,,,Future,50.0,5.25
CBNB,C/BNB,C,BNB,True,Spot,,,1.0,0.0105
CFDUSD,C/FDUSD,C,FDUSD,True,Spot,,,1.0,5.25
CTRY,C/TRY,C,TRY,True,Spot,,,1.0,10.5
CUSDC,C/USDC,C,USDC,True,Spot,Margin,,1.0,5.25
CUSDT,C/USDT,C,USDT,True,Spot,Margin,,1.0,5.25
CUSDT,C/USDT:USDT,C,USDT,True,,,Future,50.0,5.25
C98USDT,C98/USDT,C98,USDT,True,Spot,Margin,,1.0,5.25
C98USDT,C98/USDT:USDT,C98,USDT,True,,,Future,50.0,5.25
CAKEBNB,CAKE/BNB,CAKE,BNB,True,Spot,,,1.0,0.0105
CAKEBTC,CAKE/BTC,CAKE,BTC,True,Spot,Margin,,1.0,0.000105
CAKETRY,CAKE/TRY,CAKE,TRY,True,Spot,,,1.0,10.5
CAKEUSDC,CAKE/USDC,CAKE,USDC,True,Spot,Margin,,1.0,5.25
CAKEUSDT,CAKE/USDT,CAKE,USDT,True,Spot,Margin,,1.0,5.25
CAKEUSDT,CAKE/USDT:USDT,CAKE,USDT,True,,,Future,75.0,5.25
CARVUSDT,CARV/USDT:USDT,CARV,USDT,True,,,Future,50.0,5.25
CATITRY,CATI/TRY,CATI,TRY,True,Spot,,,1.0,10.5
CATIUSDC,CATI/USDC,CATI,USDC,True,Spot,Margin,,1.0,1.05
CATIUSDT,CATI/USDT,CATI,USDT,True,Spot,Margin,,1.0,1.05
CATIUSDT,CATI/USDT:USDT,CATI,USDT,True,,,Future,50.0,5.25
CELOBTC,CELO/BTC,CELO,BTC,True,Spot,,,1.0,0.000105
CELOTRY,CELO/TRY,CELO,TRY,True,Spot,,,1.0,10.5
CELOUSDT,CELO/USDT,CELO,USDT,True,Spot,Margin,,1.0,5.25
CELOUSDT,CELO/USDT:USDT,CELO,USDT,True,,,Future,75.0,5.25
CELRUSDT,CELR/USDT,CELR,USDT,True,Spot,Margin,,1.0,5.25
CELRUSDT,CELR/USDT:USDT,CELR,USDT,True,,,Future,50.0,5.25
CETUSTRY,CETUS/TRY,CETUS,TRY,True,Spot,,,1.0,10.5
CETUSUSDC,CETUS/USDC,CETUS,USDC,True,Spot,Margin,,1.0,5.25
CETUSUSDT,CETUS/USDT,CETUS,USDT,True,Spot,Margin,,1.0,5.25
CETUSUSDT,CETUS/USDT:USDT,CETUS,USDT,True,,,Future,50.0,5.25
CFXBTC,CFX/BTC,CFX,BTC,True,Spot,Margin,,1.0,0.000105
CFXTRY,CFX/TRY,CFX,TRY,True,Spot,,,1.0,10.5
CFXUSDC,CFX/USDC,CFX,USDC,True,Spot,Margin,,1.0,5.25
CFXUSDT,CFX/USDT,CFX,USDT,True,Spot,Margin,,1.0,5.25
CFXUSDT,CFX/USDT:USDT,CFX,USDT,True,,,Future,75.0,5.25
CGPTUSDC,CGPT/USDC,CGPT,USDC,True,Spot,Margin,,1.0,5.25
CGPTUSDT,CGPT/USDT,CGPT,USDT,True,Spot,Margin,,1.0,5.25
CGPTUSDT,CGPT/USDT:USDT,CGPT,USDT,True,,,Future,50.0,5.25
CHESSUSDC,CHESS/USDC,CHESS,USDC,True,Spot,Margin,,1.0,5.25
CHESSUSDT,CHESS/USDT,CHESS,USDT,True,Spot,Margin,,1.0,5.25
CHESSUSDT,CHESS/USDT:USDT,CHESS,USDT,True,,,Future,50.0,5.25
CHILLGUYUSDT,CHILLGUY/USDT:USDT,CHILLGUY,USDT,True,,,Future,75.0,5.25
CHRBTC,CHR/BTC,CHR,BTC,True,Spot,Margin,,1.0,0.000105
CHRUSDT,CHR/USDT,CHR,USDT,True,Spot,Margin,,1.0,5.25
CHRUSDT,CHR/USDT:USDT,CHR,USDT,True,,,Future,50.0,5.25
CHZBNB,CHZ/BNB,CHZ,BNB,True,Spot,,,1.0,0.0105
CHZBTC,CHZ/BTC,CHZ,BTC,True,Spot,Margin,,1.0,0.000105
CHZTRY,CHZ/TRY,CHZ,TRY,True,Spot,,,1.0,10.5
CHZUSD_PERP,CHZ/USD:CHZ,CHZ,USD,True,,,,1.0,0.0
CHZUSDC,CHZ/USDC,CHZ,USDC,True,Spot,Margin,,1.0,5.25
CHZUSDT,CHZ/USDT,CHZ,USDT,True,Spot,Margin,,1.0,5.25
CHZUSDT,CHZ/USDT:USDT,CHZ,USDT,True,,,Future,75.0,5.25
CITYTRY,CITY/TRY,CITY,TRY,True,Spot,,,1.0,10.5
CITYUSDT,CITY/USDT,CITY,USDT,True,Spot,Margin,,1.0,5.25
CKBTRY,CKB/TRY,CKB,TRY,True,Spot,,,1.0,10.5
CKBUSDC,CKB/USDC,CKB,USDC,True,Spot,Margin,,1.0,5.25
CKBUSDT,CKB/USDT,CKB,USDT,True,Spot,Margin,,1.0,5.25
CKBUSDT,CKB/USDT:USDT,CKB,USDT,True,,,Future,50.0,5.25
COMPBTC,COMP/BTC,COMP,BTC,True,Spot,Margin,,1.0,0.000105
COMPTRY,COMP/TRY,COMP,TRY,True,Spot,,,1.0,10.5
COMPUSDC,COMP/USDC,COMP,USDC,True,Spot,Margin,,1.0,5.25
COMPUSDT,COMP/USDT,COMP,USDT,True,Spot,Margin,,1.0,5.25
COMPUSDT,COMP/USDT:USDT,COMP,USDT,True,,,Future,75.0,5.25
COOKIEUSDC,COOKIE/USDC,COOKIE,USDC,True,Spot,Margin,,1.0,5.25
COOKIEUSDT,COOKIE/USDT,COOKIE,USDT,True,Spot,Margin,,1.0,5.25
COOKIEUSDT,COOKIE/USDT:USDT,COOKIE,USDT,True,,,Future,75.0,5.25
COSTRY,COS/TRY,COS,TRY,True,Spot,,,1.0,10.5
COSUSDT,COS/USDT,COS,USDT,True,Spot,Margin,,1.0,5.25
COSUSDT,COS/USDT:USDT,COS,USDT,True,,,Future,50.0,5.25
COTIBTC,COTI/BTC,COTI,BTC,True,Spot,Margin,,1.0,0.000105
COTITRY,COTI/TRY,COTI,TRY,True,Spot,,,1.0,10.5
COTIUSDT,COTI/USDT,COTI,USDT,True,Spot,Margin,,1.0,5.25
COTIUSDT,COTI/USDT:USDT,COTI,USDT,True,,,Future,50.0,5.25
COWTRY,COW/TRY,COW,TRY,True,Spot,,,1.0,10.5
COWUSDC,COW/USDC,COW,USDC,True,Spot,Margin,,1.0,5.25
COWUSDT,COW/USDT,COW,USDT,True,Spot,Margin,,1.0,5.25
COWUSDT,COW/USDT:USDT,COW,USDT,True,,,Future,75.0,5.25
CROSSUSDT,CROSS/USDT:USDT,CROSS,USDT,True,,,Future,50.0,5.25
CRVBTC,CRV/BTC,CRV,BTC,True,Spot,Margin,,1.0,0.000105
CRVTRY,CRV/TRY,CRV,TRY,True,Spot,,,1.0,10.5
CRVUSDC,CRV/USDC,CRV,USDC,True,Spot,Margin,,1.0,5.25
CRVUSDC,CRV/USDC:USDC,CRV,USDC,True,,,Future,25.0,5.25
CRVUSDT,CRV/USDT,CRV,USDT,True,Spot,Margin,,1.0,5.25
CRVUSDT,CRV/USDT:USDT,CRV,USDT,True,,,Future,75.0,5.25
CTKBNB,CTK/BNB,CTK,BNB,True,Spot,,,1.0,0.0105
CTKBTC,CTK/BTC,CTK,BTC,True,Spot,,,1.0,0.000105
CTKUSDT,CTK/USDT,CTK,USDT,True,Spot,Margin,,1.0,5.25
CTKUSDT,CTK/USDT:USDT,CTK,USDT,True,,,Future,50.0,5.25
CTSIBTC,CTSI/BTC,CTSI,BTC,True,Spot,,,1.0,0.000105
CTSIUSDT,CTSI/USDT,CTSI,USDT,True,Spot,Margin,,1.0,5.25
CTSIUSDT,CTSI/USDT:USDT,CTSI,USDT,True,,,Future,50.0,5.25
CUDISUSDT,CUDIS/USDT:USDT,CUDIS,USDT,True,,,Future,50.0,5.25
CVCUSDC,CVC/USDC,CVC,USDC,True,Spot,Margin,,1.0,5.25
CVCUSDT,CVC/USDT,CVC,USDT,True,Spot,Margin,,1.0,5.25
CVCUSDT,CVC/USDT:USDT,CVC,USDT,True,,,Future,50.0,5.25
CVXUSDC,CVX/USDC,CVX,USDC,True,Spot,Margin,,1.0,5.25
CVXUSDT,CVX/USDT,CVX,USDT,True,Spot,Margin,,1.0,5.25
CVXUSDT,CVX/USDT:USDT,CVX,USDT,True,,,Future,75.0,5.25
CYBERBNB,CYBER/BNB,CYBER,BNB,True,Spot,,,1.0,0.0105
CYBERBTC,CYBER/BTC,CYBER,BTC,True,Spot,,,1.0,0.000105
CYBERETH,CYBER/ETH,CYBER,ETH,True,Spot,,,1.0,0.00105
CYBERFDUSD,CYBER/FDUSD,CYBER,FDUSD,True,Spot,,,1.0,5.25
CYBERTRY,CYBER/TRY,CYBER,TRY,True,Spot,,,1.0,10.5
CYBERUSDC,CYBER/USDC,CYBER,USDC,True,Spot,Margin,,1.0,5.25
CYBERUSDT,CYBER/USDT,CYBER,USDT,True,Spot,Margin,,1.0,5.25
CYBERUSDT,CYBER/USDT:USDT,CYBER,USDT,True,,,Future,50.0,5.25
DTRY,D/TRY,D,TRY,True,Spot,,,1.0,10.5
DUSDT,D/USDT,D,USDT,True,Spot,Margin,,1.0,5.25
DUSDT,D/USDT:USDT,D,USDT,True,,,Future,50.0,5.25
DAIJPY,DAI/JPY,DAI,JPY,True,Spot,,,1.0,105.0
DAMUSDT,DAM/USDT:USDT,DAM,USDT,True,,,Future,50.0,5.25
DASHBTC,DASH/BTC,DASH,BTC,True,Spot,Margin,,1.0,0.000105
DASHETH,DASH/ETH,DASH,ETH,True,Spot,,,1.0,0.00105
DASHUSDT,DASH/USDT,DASH,USDT,True,Spot,Margin,,1.0,5.25
DASHUSDT,DASH/USDT:USDT,DASH,USDT,True,,,Future,75.0,5.25
DATABTC,DATA/BTC,DATA,BTC,True,Spot,,,1.0,0.000105
DATAUSDT,DATA/USDT,DATA,USDT,True,Spot,Margin,,1.0,5.25
DCRUSDT,DCR/USDT,DCR,USDT,True,Spot,Margin,,1.0,5.25
DEEPUSDT,DEEP/USDT:USDT,DEEP,USDT,True,,,Future,50.0,5.25
DEGENUSDT,DEGEN/USDT:USDT,DEGEN,USDT,True,,,Future,50.0,5.25
DEGOUSDT,DEGO/USDT,DEGO,USDT,True,Spot,Margin,,1.0,5.25
DEGOUSDT,DEGO/USDT:USDT,DEGO,USDT,True,,,Future,50.0,5.25
DENTETH,DENT/ETH,DENT,ETH,True,Spot,,,1.0,0.00105
DENTTRY,DENT/TRY,DENT,TRY,True,Spot,,,1.0,10.5
DENTUSDT,DENT/USDT,DENT,USDT,True,Spot,Margin,,1.0,5.25
DENTUSDT,DENT/USDT:USDT,DENT,USDT,True,,,Future,50.0,5.25
DEXEUSDT,DEXE/USDT,DEXE,USDT,True,Spot,Margin,,1.0,5.25
DEXEUSDT,DEXE/USDT:USDT,DEXE,USDT,True,,,Future,50.0,5.25
DFUSDC,DF/USDC,DF,USDC,True,Spot,Margin,,1.0,5.25
DFUSDT,DF/USDT,DF,USDT,True,Spot,Margin,,1.0,5.25
DFUSDT,DF/USDT:USDT,DF,USDT,True,,,Future,50.0,5.25
DGBUSDT,DGB/USDT,DGB,USDT,True,Spot,Margin,,1.0,5.25
DIABTC,DIA/BTC,DIA,BTC,True,Spot,,,1.0,0.000105
DIAUSDT,DIA/USDT,DIA,USDT,True,Spot,Margin,,1.0,5.25
DIAUSDT,DIA/USDT:USDT,DIA,USDT,True,,,Future,50.0,5.25
DMCUSDT,DMC/USDT:USDT,DMC,USDT,True,,,Future,50.0,5.25
DODOBTC,DODO/BTC,DODO,BTC,True,Spot,,,1.0,0.000105
DODOUSDT,DODO/USDT,DODO,USDT,True,Spot,Margin,,1.0,5.25
DODOXUSDT,DODOX/USDT:USDT,DODOX,USDT,True,,,Future,50.0,5.25
DOGEBRL,DOGE/BRL,DOGE,BRL,True,Spot,,,1.0,10.5
DOGEBTC,DOGE/BTC,DOGE,BTC,True,Spot,Margin,,1.0,0.000105
DOGEEUR,DOGE/EUR,DOGE,EUR,True,Spot,,,1.0,1.05
DOGEFDUSD,DOGE/FDUSD,DOGE,FDUSD,True,Spot,Margin,,1.0,1.05
DOGEJPY,DOGE/JPY,DOGE,JPY,True,Spot,,,1.0,105.0
DOGETRY,DOGE/TRY,DOGE,TRY,True,Spot,,,1.0,10.5
DOGETUSD,DOGE/TUSD,DOGE,TUSD,True,Spot,,,1.0,1.05
DOGEUSD_PERP,DOGE/USD:DOGE,DOGE,USD,True,,,,1.0,0.0
DOGEUSDC,DOGE/USDC,DOGE,USDC,True,Spot,Margin,,1.0,1.05
DOGEUSDC,DOGE/USDC:USDC,DOGE,USDC,True,,,Future,75.0,5.25
DOGEUSDT,DOGE/USDT,DOGE,USDT,True,Spot,Margin,,1.0,1.05
DOGEUSDT,DOGE/USDT:USDT,DOGE,USDT,True,,,Future,75.0,5.25
DOGSFDUSD,DOGS/FDUSD,DOGS,FDUSD,True,Spot,,,1.0,1.05
DOGSTRY,DOGS/TRY,DOGS,TRY,True,Spot,,,1.0,10.5
DOGSUSD_PERP,DOGS/USD:DOGS,DOGS,USD,True,,,,1.0,0.0
DOGSUSDC,DOGS/USDC,DOGS,USDC,True,Spot,Margin,,1.0,1.05
DOGSUSDT,DOGS/USDT,DOGS,USDT,True,Spot,Margin,,1.0,1.05
DOGSUSDT,DOGS/USDT:USDT,DOGS,USDT,True,,,Future,75.0,5.25
DOLOBNB,DOLO/BNB,DOLO,BNB,True,Spot,,,1.0,0.0105
DOLOFDUSD,DOLO/FDUSD,DOLO,FDUSD,True,Spot,,,1.0,5.25
DOLOTRY,DOLO/TRY,DOLO,TRY,True,Spot,,,1.0,10.5
DOLOUSDC,DOLO/USDC,DOLO,USDC,True,Spot,Margin,,1.0,5.25
DOLOUSDT,DOLO/USDT,DOLO,USDT,True,Spot,Margin,,1.0,5.25
DOLOUSDT,DOLO/USDT:USDT,DOLO,USDT,True,,,Future,50.0,5.25
DOODUSDT,DOOD/USDT:USDT,DOOD,USDT,True,,,Future,50.0,5.25
DOTBNB,DOT/BNB,DOT,BNB,True,Spot,,,1.0,0.0105
DOTBRL,DOT/BRL,DOT,BRL,True,Spot,,,1.0,10.5
DOTBTC,DOT/BTC,DOT,BTC,True,Spot,Margin,,1.0,0.000105
DOTETH,DOT/ETH,DOT,ETH,True,Spot,,,1.0,0.00105
DOTEUR,DOT/EUR,DOT,EUR,True,Spot,,,1.0,5.25
DOTFDUSD,DOT/FDUSD,DOT,FDUSD,True,Spot,Margin,,1.0,5.25
DOTTRY,DOT/TRY,DOT,TRY,True,Spot,,,1.0,10.5
DOTUSD_PERP,DOT/USD:DOT,DOT,USD,True,,,,1.0,0.0
DOTUSD_250926,DOT/USD:DOT-250926,DOT,USD,True,,,,1.0,0.0
DOTUSDC,DOT/USDC,DOT,USDC,True,Spot,Margin,,1.0,5.25
DOTUSDT,DOT/USDT,DOT,USDT,True,Spot,Margin,,1.0,5.25
DOTUSDT,DOT/USDT:USDT,DOT,USDT,True,,,Future,75.0,5.25
DRIFTUSDT,DRIFT/USDT:USDT,DRIFT,USDT,True,,,Future,50.0,5.25
DUSKBTC,DUSK/BTC,DUSK,BTC,True,Spot,Margin,,1.0,0.000105
DUSKUSDT,DUSK/USDT,DUSK,USDT,True,Spot,Margin,,1.0,5.25
DUSKUSDT,DUSK/USDT:USDT,DUSK,USDT,True,,,Future,50.0,5.25
DYDXBTC,DYDX/BTC,DYDX,BTC,True,Spot,Margin,,1.0,0.000105
DYDXFDUSD,DYDX/FDUSD,DYDX,FDUSD,True,Spot,Margin,,1.0,5.25
DYDXTRY,DYDX/TRY,DYDX,TRY,True,Spot,,,1.0,10.5
DYDXUSDC,DYDX/USDC,DYDX,USDC,True,Spot,Margin,,1.0,5.25
DYDXUSDT,DYDX/USDT,DYDX,USDT,True,Spot,Margin,,1.0,5.25
DYDXUSDT,DYDX/USDT:USDT,DYDX,USDT,True,,,Future,75.0,5.25
DYMTRY,DYM/TRY,DYM,TRY,True,Spot,,,1.0,10.5
DYMUSDT,DYM/USDT,DYM,USDT,True,Spot,Margin,,1.0,5.25
DYMUSDT,DYM/USDT:USDT,DYM,USDT,True,,,Future,50.0,5.25
EDUTRY,EDU/TRY,EDU,TRY,True,Spot,,,1.0,10.5
EDUUSDT,EDU/USDT,EDU,USDT,True,Spot,Margin,,1.0,5.25
EDUUSDT,EDU/USDT:USDT,EDU,USDT,True,,,Future,50.0,5.25
EGLDBNB,EGLD/BNB,EGLD,BNB,True,Spot,,,1.0,0.0105
EGLDBTC,EGLD/BTC,EGLD,BTC,True,Spot,Margin,,1.0,0.000105
EGLDETH,EGLD/ETH,EGLD,ETH,True,Spot,,,1.0,0.00105
EGLDEUR,EGLD/EUR,EGLD,EUR,True,Spot,,,1.0,5.25
EGLDFDUSD,EGLD/FDUSD,EGLD,FDUSD,True,Spot,,,1.0,5.25
EGLDRON,EGLD/RON,EGLD,RON,True,Spot,,,1.0,21.0
EGLDTRY,EGLD/TRY,EGLD,TRY,True,Spot,,,1.0,10.5
EGLDUSD_PERP,EGLD/USD:EGLD,EGLD,USD,True,,,,1.0,0.0
EGLDUSDC,EGLD/USDC,EGLD,USDC,True,Spot,Margin,,1.0,5.25
EGLDUSDT,EGLD/USDT,EGLD,USDT,True,Spot,Margin,,1.0,5.25
EGLDUSDT,EGLD/USDT:USDT,EGLD,USDT,True,,,Future,75.0,5.25
EIGENBTC,EIGEN/BTC,EIGEN,BTC,True,Spot,,,1.0,0.000105
EIGENFDUSD,EIGEN/FDUSD,EIGEN,FDUSD,True,Spot,Margin,,1.0,5.25
EIGENTRY,EIGEN/TRY,EIGEN,TRY,True,Spot,,,1.0,10.5
EIGENUSDC,EIGEN/USDC,EIGEN,USDC,True,Spot,Margin,,1.0,5.25
EIGENUSDT,EIGEN/USDT,EIGEN,USDT,True,Spot,Margin,,1.0,5.25
EIGENUSDT,EIGEN/USDT:USDT,EIGEN,USDT,True,,,Future,75.0,5.25
ENABNB,ENA/BNB,ENA,BNB,True,Spot,,,1.0,0.0105
