optionlist: ['verbosity', 'print_colorized', 'logfile', 'version', 'config', 'datadir', 'user_data_dir']
optionlist: ['strategy', 'strategy_path', 'recursive_strategy_search', 'freqaimodel', 'freqaimodel_path']
optionlist: ['version_main']
optionlist: ['db_url', 'sd_notify', 'dry_run', 'dry_run_wallet', 'fee']
optionlist: ['user_data_dir', 'reset']
optionlist: ['config']
optionlist: ['user_data_dir', 'config', 'show_sensitive']
optionlist: ['user_data_dir', 'strategy', 'strategy_path', 'template']
optionlist: ['pairs', 'pairs_file', 'days', 'new_pairs_days', 'include_inactive', 'no_parallel_download', 'timerange', 'download_trades', 'convert_trades', 'exchange', 'timeframes', 'erase', 'dataformat_ohlcv', 'dataformat_trades', 'trading_mode', 'prepend_data']
optionlist: ['pairs', 'format_from', 'format_to', 'erase', 'exchange', 'timeframes', 'trading_mode', 'candle_types']
optionlist: ['pairs', 'format_from_trades', 'format_to', 'erase', 'exchange']
optionlist: ['pairs', 'timeframes', 'exchange', 'dataformat_ohlcv', 'dataformat_trades', 'trading_mode']
optionlist: ['exchange', 'dataformat_ohlcv', 'dataformat_trades', 'trades', 'pairs', 'trading_mode', 'show_timerange']
optionlist: ['timeframe', 'timerange', 'dataformat_ohlcv', 'max_open_trades', 'stake_amount', 'fee', 'pairs', 'position_stacking', 'enable_protections', 'dry_run_wallet', 'timeframe_detail', 'strategy_list', 'export', 'exportfilename', 'exportdirectory', 'backtest_breakdown', 'backtest_cache', 'freqai_backtest_live_models', 'backtest_notes']
optionlist: ['exportfilename', 'exportdirectory', 'backtest_show_pair_list', 'backtest_breakdown']
optionlist: ['exportfilename', 'exportdirectory', 'analysis_groups', 'enter_reason_list', 'exit_reason_list', 'indicator_list', 'entry_only', 'exit_only', 'timerange', 'analysis_rejected', 'analysis_to_csv', 'analysis_csv_path']
optionlist: ['timeframe', 'timerange', 'dataformat_ohlcv', 'max_open_trades', 'stake_amount', 'fee', 'pairs']
optionlist: ['timeframe', 'timerange', 'dataformat_ohlcv', 'max_open_trades', 'stake_amount', 'fee', 'pairs', 'hyperopt', 'hyperopt_path', 'position_stacking', 'enable_protections', 'dry_run_wallet', 'timeframe_detail', 'epochs', 'spaces', 'print_all', 'print_json', 'hyperopt_jobs', 'hyperopt_random_state', 'hyperopt_min_trades', 'hyperopt_loss', 'disableparamexport', 'hyperopt_ignore_missing_space', 'analyze_per_epoch', 'early_stop']
optionlist: ['hyperopt_list_best', 'hyperopt_list_profitable', 'hyperopt_list_min_trades', 'hyperopt_list_max_trades', 'hyperopt_list_min_avg_time', 'hyperopt_list_max_avg_time', 'hyperopt_list_min_avg_profit', 'hyperopt_list_max_avg_profit', 'hyperopt_list_min_total_profit', 'hyperopt_list_max_total_profit', 'hyperopt_list_min_objective', 'hyperopt_list_max_objective', 'print_json', 'hyperopt_list_no_details', 'hyperoptexportfilename', 'export_csv']
optionlist: ['hyperopt_list_best', 'hyperopt_list_profitable', 'hyperopt_show_index', 'print_json', 'hyperoptexportfilename', 'hyperopt_show_no_header', 'disableparamexport', 'backtest_breakdown']
optionlist: ['print_one_column', 'list_exchanges_all', 'trading_mode', 'dex_exchanges']
optionlist: ['exchange', 'print_list', 'list_pairs_print_json', 'print_one_column', 'print_csv', 'base_currencies', 'quote_currencies', 'list_pairs_all', 'trading_mode']
optionlist: ['exchange', 'print_list', 'list_pairs_print_json', 'print_one_column', 'print_csv', 'base_currencies', 'quote_currencies', 'list_pairs_all', 'trading_mode']
optionlist: ['strategy_path', 'print_one_column', 'recursive_strategy_search']
optionlist: ['hyperopt_path', 'print_one_column']
optionlist: ['freqaimodel_path', 'print_one_column']
optionlist: ['exchange', 'print_one_column']
optionlist: ['db_url', 'trade_ids', 'print_json']
optionlist: ['user_data_dir', 'verbosity', 'config', 'quote_currencies', 'print_one_column', 'list_pairs_print_json', 'exchange']
optionlist: ['db_url', 'db_url_from']
optionlist: ['erase_ui_only', 'ui_prerelease', 'ui_version']
optionlist: ['pairs', 'indicators1', 'indicators2', 'plot_limit', 'db_url', 'trade_source', 'export', 'exportfilename', 'timerange', 'timeframe', 'no_trades']
optionlist: ['pairs', 'timerange', 'export', 'exportfilename', 'db_url', 'trade_source', 'timeframe', 'plot_auto_open']
optionlist: []
optionlist: ['strategy_list', 'strategy_path', 'recursive_strategy_search']
optionlist: ['timeframe', 'timerange', 'dataformat_ohlcv', 'max_open_trades', 'stake_amount', 'fee', 'pairs', 'enable_protections', 'dry_run_wallet', 'timeframe_detail', 'strategy_list', 'export', 'exportfilename', 'exportdirectory', 'freqai_backtest_live_models', 'minimum_trade_amount', 'targeted_trade_amount', 'lookahead_analysis_exportfilename', 'lookahead_allow_limit_orders']
optionlist: ['timeframe', 'timerange', 'dataformat_ohlcv', 'pairs', 'startup_candle']
Id,Symbol,Base,Quote,Active,Spot,Margin,Future,Leverage,Min Stake
AIUSDT,AI/USDT,AI,USDT,True,Spot,Margin,,1.0,5.25
AIUSDT,AI/USDT:USDT,AI,USDT,True,,,Future,50.0,5.25
AI16ZUSDT,AI16Z/USDT:USDT,AI16Z,USDT,True,,,Future,50.0,5.25
AINUSDT,AIN/USDT:USDT,AIN,USDT,True,,,Future,50.0,5.25
AIOUSDT,AIO/USDT:USDT,AIO,USDT,True,,,Future,50.0,5.25
AIOTUSDT,AIOT/USDT:USDT,AIOT,USDT,True,,,Future,50.0,5.25
AIXBTTRY,AIXBT/TRY,AIXBT,TRY,True,Spot,,,1.0,10.5
AIXBTUSDC,AIXBT/USDC,AIXBT,USDC,True,Spot,Margin,,1.0,5.25
AIXBTUSDT,AIXBT/USDT,AIXBT,USDT,True,Spot,Margin,,1.0,5.25
AIXBTUSDT,AIXBT/USDT:USDT,AIXBT,USDT,True,,,Future,75.0,5.25
AKTUSDT,AKT/USDT:USDT,AKT,USDT,True,,,Future,50.0,5.25
ALCHUSDT,ALCH/USDT:USDT,ALCH,USDT,True,,,Future,50.0,5.25
ALCXUSDT,ALCX/USDT,ALCX,USDT,True,Spot,Margin,,1.0,5.25
ALGOBTC,ALGO/BTC,ALGO,BTC,True,Spot,Margin,,1.0,0.000105
ALGOTRY,ALGO/TRY,ALGO,TRY,True,Spot,,,1.0,10.5
ALGOUSD_PERP,ALGO/USD:ALGO,ALGO,USD,True,,,,1.0,0.0
ALGOUSDC,ALGO/USDC,ALGO,USDC,True,Spot,Margin,,1.0,5.25
ALGOUSDT,ALGO/USDT,ALGO,USDT,True,Spot,Margin,,1.0,5.25
ALGOUSDT,ALGO/USDT:USDT,ALGO,USDT,True,,,Future,75.0,5.25
ALICETRY,ALICE/TRY,ALICE,TRY,True,Spot,,,1.0,10.5
ALICEUSDT,ALICE/USDT,ALICE,USDT,True,Spot,Margin,,1.0,5.25
ALICEUSDT,ALICE/USDT:USDT,ALICE,USDT,True,,,Future,50.0,5.25
ALLUSDT,ALL/USDT:USDT,ALL,USDT,True,,,Future,75.0,11.8965
ALPHAUSDT,ALPHA/USDT:USDT,ALPHA,USDT,True,,,Future,25.0,5.25
ALPINETRY,ALPINE/TRY,ALPINE,TRY,True,Spot,,,1.0,10.5
ALPINEUSDT,ALPINE/USDT,ALPINE,USDT,True,Spot,Margin,,1.0,5.25
ALPINEUSDT,ALPINE/USDT:USDT,ALPINE,USDT,True,,,Future,50.0,5.25
ALTBNB,ALT/BNB,ALT,BNB,True,Spot,,,1.0,0.0105
ALTBTC,ALT/BTC,ALT,BTC,True,Spot,,,1.0,0.000105
ALTFDUSD,ALT/FDUSD,ALT,FDUSD,True,Spot,,,1.0,5.25
ALTTRY,ALT/TRY,ALT,TRY,True,Spot,,,1.0,10.5
ALTUSDC,ALT/USDC,ALT,USDC,True,Spot,Margin,,1.0,5.25
ALTUSDT,ALT/USDT,ALT,USDT,True,Spot,Margin,,1.0,5.25
ALTUSDT,ALT/USDT:USDT,ALT,USDT,True,,,Future,50.0,5.25
AMPTRY,AMP/TRY,AMP,TRY,True,Spot,,,1.0,10.5
AMPUSDT,AMP/USDT,AMP,USDT,True,Spot,Margin,,1.0,5.25
ANIMETRY,ANIME/TRY,ANIME,TRY,True,Spot,,,1.0,10.5
ANIMEUSDC,ANIME/USDC,ANIME,USDC,True,Spot,Margin,,1.0,5.25
ANIMEUSDT,ANIME/USDT,ANIME,USDT,True,Spot,Margin,,1.0,5.25
ANIMEUSDT,ANIME/USDT:USDT,ANIME,USDT,True,,,Future,75.0,5.25
ANKRBTC,ANKR/BTC,ANKR,BTC,True,Spot,Margin,,1.0,0.000105
ANKRTRY,ANKR/TRY,ANKR,TRY,True,Spot,,,1.0,10.5
ANKRUSDT,ANKR/USDT,ANKR,USDT,True,Spot,Margin,,1.0,5.25
ANKRUSDT,ANKR/USDT:USDT,ANKR,USDT,True,,,Future,50.0,5.25
APEBTC,APE/BTC,APE,BTC,True,Spot,Margin,,1.0,0.000105
APEFDUSD,APE/FDUSD,APE,FDUSD,True,Spot,,,1.0,5.25
APETRY,APE/TRY,APE,TRY,True,Spot,,,1.0,10.5
APEUSDC,APE/USDC,APE,USDC,True,Spot,Margin,,1.0,5.25
APEUSDT,APE/USDT,APE,USDT,True,Spot,Margin,,1.0,5.25
APEUSDT,APE/USDT:USDT,APE,USDT,True,,,Future,75.0,5.25
API3BTC,API3/BTC,API3,BTC,True,Spot,,,1.0,0.000105
API3TRY,API3/TRY,API3,TRY,True,Spot,,,1.0,10.5
API3USDC,API3/USDC,API3,USDC,True,Spot,Margin,,1.0,5.25
API3USDT,API3/USDT,API3,USDT,True,Spot,Margin,,1.0,5.25
API3USDT,API3/USDT:USDT,API3,USDT,True,,,Future,75.0,5.25
APTBTC,APT/BTC,APT,BTC,True,Spot,,,1.0,0.000105
APTETH,APT/ETH,APT,ETH,True,Spot,,,1.0,0.00105
APTEUR,APT/EUR,APT,EUR,True,Spot,,,1.0,5.25
APTFDUSD,APT/FDUSD,APT,FDUSD,True,Spot,Margin,,1.0,5.25
APTJPY,APT/JPY,APT,JPY,True,Spot,,,1.0,105.0
APTTRY,APT/TRY,APT,TRY,True,Spot,,,1.0,10.5
APTUSD_PERP,APT/USD:APT,APT,USD,True,,,,1.0,0.0
APTUSDC,APT/USDC,APT,USDC,True,Spot,Margin,,1.0,5.25
APTUSDT,APT/USDT,APT,USDT,True,Spot,Margin,,1.0,5.25
APTUSDT,APT/USDT:USDT,APT,USDT,True,,,Future,75.0,5.25
ARBTC,AR/BTC,AR,BTC,True,Spot,,,1.0,0.000105
ARFDUSD,AR/FDUSD,AR,FDUSD,True,Spot,,,1.0,5.25
ARTRY,AR/TRY,AR,TRY,True,Spot,,,1.0,10.5
ARUSDC,AR/USDC,AR,USDC,True,Spot,Margin,,1.0,5.25
ARUSDT,AR/USDT,AR,USDT,True,Spot,Margin,,1.0,5.25
ARUSDT,AR/USDT:USDT,AR,USDT,True,,,Future,75.0,5.25
ARBBTC,ARB/BTC,ARB,BTC,True,Spot,Margin,,1.0,0.000105
ARBETH,ARB/ETH,ARB,ETH,True,Spot,,,1.0,0.00105
ARBEUR,ARB/EUR,ARB,EUR,True,Spot,,,1.0,5.25
ARBFDUSD,ARB/FDUSD,ARB,FDUSD,True,Spot,Margin,,1.0,5.25
ARBTRY,ARB/TRY,ARB,TRY,True,Spot,,,1.0,10.5
ARBTUSD,ARB/TUSD,ARB,TUSD,True,Spot,,,1.0,5.25
ARBUSDC,ARB/USDC,ARB,USDC,True,Spot,Margin,,1.0,5.25
ARBUSDC,ARB/USDC:USDC,ARB,USDC,True,,,Future,50.0,5.25
ARBUSDT,ARB/USDT,ARB,USDT,True,Spot,Margin,,1.0,5.25
ARBUSDT,ARB/USDT:USDT,ARB,USDT,True,,,Future,75.0,5.25
ARCUSDT,ARC/USDT:USDT,ARC,USDT,True,,,Future,50.0,5.25
ARDRBTC,ARDR/BTC,ARDR,BTC,True,Spot,,,1.0,0.000105
ARDRUSDT,ARDR/USDT,ARDR,USDT,True,Spot,Margin,,1.0,5.25
ARIAUSDT,ARIA/USDT:USDT,ARIA,USDT,True,,,Future,1.0,5.25
ARKTRY,ARK/TRY,ARK,TRY,True,Spot,,,1.0,10.5
ARKUSDT,ARK/USDT,ARK,USDT,True,Spot,Margin,,1.0,5.25
ARKUSDT,ARK/USDT:USDT,ARK,USDT,True,,,Future,25.0,5.25
ARKMBNB,ARKM/BNB,ARKM,BNB,True,Spot,,,1.0,0.0105
ARKMBTC,ARKM/BTC,ARKM,BTC,True,Spot,,,1.0,0.000105
ARKMFDUSD,ARKM/FDUSD,ARKM,FDUSD,True,Spot,Margin,,1.0,5.25
ARKMTRY,ARKM/TRY,ARKM,TRY,True,Spot,,,1.0,10.5
ARKMUSDC,ARKM/USDC,ARKM,USDC,True,Spot,Margin,,1.0,5.25
ARKMUSDT,ARKM/USDT,ARKM,USDT,True,Spot,Margin,,1.0,5.25
ARKMUSDT,ARKM/USDT:USDT,ARKM,USDT,True,,,Future,75.0,5.25
ARPABTC,ARPA/BTC,ARPA,BTC,True,Spot,Margin,,1.0,0.000105
ARPATRY,ARPA/TRY,ARPA,TRY,True,Spot,,,1.0,10.5
ARPAUSDT,ARPA/USDT,ARPA,USDT,True,Spot,Margin,,1.0,5.25
ARPAUSDT,ARPA/USDT:USDT,ARPA,USDT,True,,,Future,50.0,5.25
ASRTRY,ASR/TRY,ASR,TRY,True,Spot,,,1.0,10.5
ASRUSDT,ASR/USDT,ASR,USDT,True,Spot,Margin,,1.0,5.25
ASRUSDT,ASR/USDT:USDT,ASR,USDT,True,,,Future,50.0,5.25
ASTRBTC,ASTR/BTC,ASTR,BTC,True,Spot,,,1.0,0.000105
ASTRUSDT,ASTR/USDT,ASTR,USDT,True,Spot,Margin,,1.0,5.25
ASTRUSDT,ASTR/USDT:USDT,ASTR,USDT,True,,,Future,50.0,5.25
ATABTC,ATA/BTC,ATA,BTC,True,Spot,,,1.0,0.000105
ATAUSDT,ATA/USDT,ATA,USDT,True,Spot,Margin,,1.0,5.25
ATAUSDT,ATA/USDT:USDT,ATA,USDT,True,,,Future,50.0,5.25
ATHUSDT,ATH/USDT:USDT,ATH,USDT,True,,,Future,75.0,5.25
ATMTRY,ATM/TRY,ATM,TRY,True,Spot,,,1.0,10.5
ATMUSDT,ATM/USDT,ATM,USDT,True,Spot,Margin,,1.0,5.25
ATOMBTC,ATOM/BTC,ATOM,BTC,True,Spot,Margin,,1.0,0.000105
ATOMETH,ATOM/ETH,ATOM,ETH,True,Spot,,,1.0,0.00105
ATOMEUR,ATOM/EUR,ATOM,EUR,True,Spot,,,1.0,5.25
ATOMFDUSD,ATOM/FDUSD,ATOM,FDUSD,True,Spot,Margin,,1.0,5.25
ATOMTRY,ATOM/TRY,ATOM,TRY,True,Spot,,,1.0,10.5
ATOMUSD_PERP,ATOM/USD:ATOM,ATOM,USD,True,,,,1.0,0.0
ATOMUSDC,ATOM/USDC,ATOM,USDC,True,Spot,Margin,,1.0,5.25
ATOMUSDT,ATOM/USDT,ATOM,USDT,True,Spot,Margin,,1.0,5.25
ATOMUSDT,ATOM/USDT:USDT,ATOM,USDT,True,,,Future,75.0,5.25
AUCTIONBTC,AUCTION/BTC,AUCTION,BTC,True,Spot,,,1.0,0.000105
AUCTIONFDUSD,AUCTION/FDUSD,AUCTION,FDUSD,True,Spot,,,1.0,5.25
AUCTIONTRY,AUCTION/TRY,AUCTION,TRY,True,Spot,,,1.0,10.5
AUCTIONUSDC,AUCTION/USDC,AUCTION,USDC,True,Spot,Margin,,1.0,5.25
AUCTIONUSDT,AUCTION/USDT,AUCTION,USDT,True,Spot,Margin,,1.0,5.25
AUCTIONUSDT,AUCTION/USDT:USDT,AUCTION,USDT,True,,,Future,75.0,5.25
AUDIOBTC,AUDIO/BTC,AUDIO,BTC,True,Spot,Margin,,1.0,0.000105
AUDIOTRY,AUDIO/TRY,AUDIO,TRY,True,Spot,,,1.0,10.5
AUDIOUSDT,AUDIO/USDT,AUDIO,USDT,True,Spot,Margin,,1.0,5.25
AVABTC,AVA/BTC,AVA,BTC,True,Spot,,,1.0,0.000105
AVAUSDT,AVA/USDT,AVA,USDT,True,Spot,Margin,,1.0,5.25
AVAUSDT,AVA/USDT:USDT,AVA,USDT,True,,,Future,50.0,5.25
AVAAIUSDT,AVAAI/USDT:USDT,AVAAI,USDT,True,,,Future,50.0,5.25
AVAXBNB,AVAX/BNB,AVAX,BNB,True,Spot,,,1.0,0.0105
AVAXBRL,AVAX/BRL,AVAX,BRL,True,Spot,,,1.0,10.5
AVAXBTC,AVAX/BTC,AVAX,BTC,True,Spot,Margin,,1.0,0.000105
AVAXETH,AVAX/ETH,AVAX,ETH,True,Spot,,,1.0,0.00105
AVAXEUR,AVAX/EUR,AVAX,EUR,True,Spot,,,1.0,5.25
AVAXFDUSD,AVAX/FDUSD,AVAX,FDUSD,True,Spot,Margin,,1.0,5.25
AVAXTRY,AVAX/TRY,AVAX,TRY,True,Spot,,,1.0,10.5
AVAXUSD_PERP,AVAX/USD:AVAX,AVAX,USD,True,,,,1.0,0.0
AVAXUSDC,AVAX/USDC,AVAX,USDC,True,Spot,Margin,,1.0,5.25
AVAXUSDC,AVAX/USDC:USDC,AVAX,USDC,True,,,Future,75.0,5.25
AVAXUSDT,AVAX/USDT,AVAX,USDT,True,Spot,Margin,,1.0,5.25
AVAXUSDT,AVAX/USDT:USDT,AVAX,USDT,True,,,Future,75.0,29.80425
AVNTTRY,AVNT/TRY,AVNT,TRY,True,Spot,,,1.0,10.5
AVNTUSDC,AVNT/USDC,AVNT,USDC,True,Spot,Margin,,1.0,5.25
AVNTUSDT,AVNT/USDT,AVNT,USDT,True,Spot,Margin,,1.0,5.25
AVNTUSDT,AVNT/USDT:USDT,AVNT,USDT,True,,,Future,1.0,5.25
AWEBTC,AWE/BTC,AWE,BTC,True,Spot,,,1.0,0.000105
AWEUSDT,AWE/USDT,AWE,USDT,True,Spot,Margin,,1.0,5.25
AWEUSDT,AWE/USDT:USDT,AWE,USDT,True,,,Future,25.0,5.25
AXLBTC,AXL/BTC,AXL,BTC,True,Spot,,,1.0,0.000105
AXLTRY,AXL/TRY,AXL,TRY,True,Spot,,,1.0,10.5
AXLUSDT,AXL/USDT,AXL,USDT,True,Spot,Margin,,1.0,5.25
AXLUSDT,AXL/USDT:USDT,AXL,USDT,True,,,Future,75.0,5.25
AXSBNB,AXS/BNB,AXS,BNB,True,Spot,,,1.0,0.0105
AXSBTC,AXS/BTC,AXS,BTC,True,Spot,Margin,,1.0,0.000105
AXSETH,AXS/ETH,AXS,ETH,True,Spot,,,1.0,0.00105
AXSTRY,AXS/TRY,AXS,TRY,True,Spot,,,1.0,10.5
AXSUSD_PERP,AXS/USD:AXS,AXS,USD,True,,,,1.0,0.0
AXSUSDC,AXS/USDC,AXS,USDC,True,Spot,Margin,,1.0,5.25
AXSUSDT,AXS/USDT,AXS,USDT,True,Spot,Margin,,1.0,5.25
AXSUSDT,AXS/USDT:USDT,AXS,USDT,True,,,Future,75.0,5.25
BUSDT,B/USDT:USDT,B,USDT,True,,,Future,75.0,5.25
B2USDT,B2/USDT:USDT,B2,USDT,True,,,Future,50.0,5.25
B3USDT,B3/USDT:USDT,B3,USDT,True,,,Future,50.0,5.25
BABYTRY,BABY/TRY,BABY,TRY,True,Spot,,,1.0,10.5
BABYUSDC,BABY/USDC,BABY,USDC,True,Spot,Margin,,1.0,5.25
BABYUSDT,BABY/USDT,BABY,USDT,True,Spot,Margin,,1.0,5.25
BABYUSDT,BABY/USDT:USDT,BABY,USDT,True,,,Future,75.0,5.25
BAKEBTC,BAKE/BTC,BAKE,BTC,True,Spot,,,1.0,0.000105
BAKETRY,BAKE/TRY,BAKE,TRY,True,Spot,,,1.0,10.5
BAKEUSDT,BAKE/USDT,BAKE,USDT,True,Spot,,,1.0,5.25
BAKEUSDT,BAKE/USDT:USDT,BAKE,USDT,True,,,Future,40.0,5.25
BANUSDT,BAN/USDT:USDT,BAN,USDT,True,,,Future,50.0,5.25
BANANABNB,BANANA/BNB,BANANA,BNB,True,Spot,,,1.0,0.0105
BANANABTC,BANANA/BTC,BANANA,BTC,True,Spot,,,1.0,0.000105
BANANAFDUSD,BANANA/FDUSD,BANANA,FDUSD,True,Spot,,,1.0,5.25
BANANATRY,BANANA/TRY,BANANA,TRY,True,Spot,,,1.0,10.5
BANANAUSDC,BANANA/USDC,BANANA,USDC,True,Spot,Margin,,1.0,5.25
BANANAUSDT,BANANA/USDT,BANANA,USDT,True,Spot,Margin,,1.0,5.25
BANANAUSDT,BANANA/USDT:USDT,BANANA,USDT,True,,,Future,50.0,5.25
BANANAS31USDC,BANANAS31/USDC,BANANAS31,USDC,True,Spot,Margin,,1.0,1.05
BANANAS31USDT,BANANAS31/USDT,BANANAS31,USDT,True,Spot,Margin,,1.0,1.05
BANANAS31USDT,BANANAS31/USDT:USDT,BANANAS31,USDT,True,,,Future,50.0,5.25
BANDBTC,BAND/BTC,BAND,BTC,True,Spot,,,1.0,0.000105
BANDUSDT,BAND/USDT,BAND,USDT,True,Spot,Margin,,1.0,5.25
BANDUSDT,BAND/USDT:USDT,BAND,USDT,True,,,Future,50.0,5.25
BANKUSDT,BANK/USDT:USDT,BANK,USDT,True,,,Future,50.0,5.25
BARTRY,BAR/TRY,BAR,TRY,True,Spot,,,1.0,10.5
BARUSDT,BAR/USDT,BAR,USDT,True,Spot,Margin,,1.0,5.25
BASUSDT,BAS/USDT:USDT,BAS,USDT,True,,,Future,50.0,5.25
BATBTC,BAT/BTC,BAT,BTC,True,Spot,Margin,,1.0,0.000105
BATUSDT,BAT/USDT,BAT,USDT,True,Spot,Margin,,1.0,5.25
BATUSDT,BAT/USDT:USDT,BAT,USDT,True,,,Future,50.0,5.25
BBBNB,BB/BNB,BB,BNB,True,Spot,,,1.0,0.0105
BBBTC,BB/BTC,BB,BTC,True,Spot,,,1.0,0.000105
BBFDUSD,BB/FDUSD,BB,FDUSD,True,Spot,Margin,,1.0,5.25
BBTRY,BB/TRY,BB,TRY,True,Spot,,,1.0,10.5
BBUSDC,BB/USDC,BB,USDC,True,Spot,Margin,,1.0,5.25
BBUSDT,BB/USDT,BB,USDT,True,Spot,Margin,,1.0,5.25
BBUSDT,BB/USDT:USDT,BB,USDT,True,,,Future,50.0,5.25
BCHBNB,BCH/BNB,BCH,BNB,True,Spot,,,1.0,0.0105
BCHBTC,BCH/BTC,BCH,BTC,True,Spot,Margin,,1.0,0.000105
BCHEUR,BCH/EUR,BCH,EUR,True,Spot,,,1.0,5.25
BCHFDUSD,BCH/FDUSD,BCH,FDUSD,True,Spot,Margin,,1.0,5.25
BCHJPY,BCH/JPY,BCH,JPY,True,Spot,,,1.0,105.0
BCHTRY,BCH/TRY,BCH,TRY,True,Spot,,,1.0,10.5
BCHUSD_PERP,BCH/USD:BCH,BCH,USD,True,,,,1.0,0.0
BCHUSD_250926,BCH/USD:BCH-250926,BCH,USD,True,,,,1.0,0.0
BCHUSDC,BCH/USDC,BCH,USDC,True,Spot,Margin,,1.0,5.25
BCHUSDC,BCH/USDC:USDC,BCH,USDC,True,,,Future,75.0,5.25
BCHUSDT,BCH/USDT,BCH,USDT,True,Spot,Margin,,1.0,5.25
BCHUSDT,BCH/USDT:USDT,BCH,USDT,True,,,Future,75.0,21.0
BDXNUSDT,BDXN/USDT:USDT,BDXN,USDT,True,,,Future,40.0,5.25
BEAMXTRY,BEAMX/TRY,BEAMX,TRY,True,Spot,,,1.0,10.5
BEAMXUSDC,BEAMX/USDC,BEAMX,USDC,True,Spot,Margin,,1.0,5.25
BEAMXUSDT,BEAMX/USDT,BEAMX,USDT,True,Spot,Margin,,1.0,5.25
BEAMXUSDT,BEAMX/USDT:USDT,BEAMX,USDT,True,,,Future,75.0,5.25
BELBTC,BEL/BTC,BEL,BTC,True,Spot,,,1.0,0.000105
BELTRY,BEL/TRY,BEL,TRY,True,Spot,,,1.0,10.5
BELUSDT,BEL/USDT,BEL,USDT,True,Spot,Margin,,1.0,5.25
BELUSDT,BEL/USDT:USDT,BEL,USDT,True,,,Future,50.0,5.25
BERABNB,BERA/BNB,BERA,BNB,True,Spot,,,1.0,0.0105
BERABTC,BERA/BTC,BERA,BTC,True,Spot,,,1.0,0.000105
BERAFDUSD,BERA/FDUSD,BERA,FDUSD,True,Spot,,,1.0,5.25
BERATRY,BERA/TRY,BERA,TRY,True,Spot,,,1.0,10.5
BERAUSDC,BERA/USDC,BERA,USDC,True,Spot,Margin,,1.0,5.25
BERAUSDT,BERA/USDT,BERA,USDT,True,Spot,Margin,,1.0,5.25
BERAUSDT,BERA/USDT:USDT,BERA,USDT,True,,,Future,75.0,5.25
BFUSDUSDC,BFUSD/USDC,BFUSD,USDC,True,Spot,,,1.0,5.25
BFUSDUSDT,BFUSD/USDT,BFUSD,USDT,True,Spot,Margin,,1.0,5.25
BICOBTC,BICO/BTC,BICO,BTC,True,Spot,,,1.0,0.000105
BICOUSDT,BICO/USDT,BICO,USDT,True,Spot,Margin,,1.0,5.25
BICOUSDT,BICO/USDT:USDT,BICO,USDT,True,,,Future,50.0,5.25
BIDUSDT,BID/USDT:USDT,BID,USDT,True,,,Future,50.0,5.25
BIFIUSDT,BIFI/USDT,BIFI,USDT,True,Spot,,,1.0,5.25
BIGTIMEUSDC,BIGTIME/USDC,BIGTIME,USDC,True,Spot,Margin,,1.0,5.25
BIGTIMEUSDT,BIGTIME/USDT,BIGTIME,USDT,True,Spot,Margin,,1.0,5.25
BIGTIMEUSDT,BIGTIME/USDT:USDT,BIGTIME,USDT,True,,,Future,75.0,5.25
BIOBNB,BIO/BNB,BIO,BNB,True,Spot,,,1.0,0.0105
BIOFDUSD,BIO/FDUSD,BIO,FDUSD,True,Spot,,,1.0,5.25
BIOTRY,BIO/TRY,BIO,TRY,True,Spot,,,1.0,10.5
BIOUSDC,BIO/USDC,BIO,USDC,True,Spot,Margin,,1.0,5.25
BIOUSDC,BIO/USDC:USDC,BIO,USDC,True,,,Future,75.0,5.25
BIOUSDT,BIO/USDT,BIO,USDT,True,Spot,Margin,,1.0,5.25
BIOUSDT,BIO/USDT:USDT,BIO,USDT,True,,,Future,75.0,5.25
BLURTRY,BLUR/TRY,BLUR,TRY,True,Spot,,,1.0,10.5
BLURUSDC,BLUR/USDC,BLUR,USDC,True,Spot,Margin,,1.0,5.25
BLURUSDT,BLUR/USDT,BLUR,USDT,True,Spot,Margin,,1.0,5.25
BLURUSDT,BLUR/USDT:USDT,BLUR,USDT,True,,,Future,75.0,5.25
BMTFDUSD,BMT/FDUSD,BMT,FDUSD,True,Spot,,,1.0,5.25
BMTTRY,BMT/TRY,BMT,TRY,True,Spot,,,1.0,10.5
BMTUSDC,BMT/USDC,BMT,USDC,True,Spot,Margin,,1.0,5.25
BMTUSDT,BMT/USDT,BMT,USDT,True,Spot,Margin,,1.0,5.25
BMTUSDT,BMT/USDT:USDT,BMT,USDT,True,,,Future,50.0,5.25
BNBARS,BNB/ARS,BNB,ARS,True,Spot,,,1.0,2100.0
BNBBRL,BNB/BRL,BNB,BRL,True,Spot,,,1.0,10.5
BNBBTC,BNB/BTC,BNB,BTC,True,Spot,Margin,,1.0,0.000105
BNBETH,BNB/ETH,BNB,ETH,True,Spot,Margin,,1.0,0.00105
BNBEUR,BNB/EUR,BNB,EUR,True,Spot,,,1.0,5.25
BNBFDUSD,BNB/FDUSD,BNB,FDUSD,True,Spot,Margin,,1.0,5.25
BNBJPY,BNB/JPY,BNB,JPY,True,Spot,,,1.0,105.0
BNBTRY,BNB/TRY,BNB,TRY,True,Spot,,,1.0,10.5
BNBTUSD,BNB/TUSD,BNB,TUSD,True,Spot,,,1.0,5.25
BNBUSD_PERP,BNB/USD:BNB,BNB,USD,True,,,,1.0,0.0
